monitoring_id,state,latitude,longitude,rainfall_mm
137,Sikkim,27.329363653390615,88.51235875908418,0.1
138,Sikkim,27.379363653390616,88.51235875908418,0.1
139,Sikkim,27.429363653390617,88.51235875908418,0.1
140,Sikkim,27.479363653390617,88.51235875908418,0.1
141,Sikkim,27.529363653390618,88.51235875908418,0.8
142,Sikkim,27.57936365339062,88.51235875908418,0.8
143,Sikkim,27.62936365339062,88.51235875908418,1.1
144,Sikkim,27.67936365339062,88.51235875908418,1.1
145,Sikkim,27.72936365339062,88.51235875908418,1.0
146,Sikkim,27.77936365339062,88.51235875908418,1.0
147,Sikkim,27.829363653390622,88.51235875908418,0.7
148,Sikkim,27.879363653390623,88.51235875908418,0.7
149,Sikkim,27.929363653390624,88.51235875908418,0.0
150,Sikkim,27.979363653390624,88.51235875908418,0.0
151,Sikkim,28.029363653390625,88.51235875908418,0.0
152,Sikkim,27.229363653390614,88.56235875908418,0.2
153,Sikkim,27.279363653390615,88.56235875908418,0.2
154,Sikkim,27.329363653390615,88.56235875908418,0.1
155,Sikkim,27.379363653390616,88.56235875908418,0.1
156,Sikkim,27.429363653390617,88.56235875908418,0.1
157,Sikkim,27.479363653390617,88.56235875908418,0.1
158,Sikkim,27.529363653390618,88.56235875908418,0.8
159,Sikkim,27.57936365339062,88.56235875908418,0.8
160,Sikkim,27.62936365339062,88.56235875908418,1.1
161,Sikkim,27.67936365339062,88.56235875908418,1.1
162,Sikkim,27.72936365339062,88.56235875908418,1.0
163,Sikkim,27.77936365339062,88.56235875908418,1.0
164,Sikkim,27.829363653390622,88.56235875908418,0.7
165,Sikkim,27.879363653390623,88.56235875908418,0.7
166,Sikkim,27.929363653390624,88.56235875908418,0.0
167,Sikkim,27.979363653390624,88.56235875908418,0.0
168,Sikkim,28.029363653390625,88.56235875908418,0.0
169,Sikkim,28.079363653390626,88.56235875908418,0.0
170,Sikkim,27.229363653390614,88.61235875908417,0.2
171,Sikkim,27.279363653390615,88.61235875908417,0.2
172,Sikkim,27.329363653390615,88.61235875908417,0.0
173,Sikkim,27.379363653390616,88.61235875908417,0.0
174,Sikkim,27.429363653390617,88.61235875908417,0.0
175,Sikkim,27.479363653390617,88.61235875908417,0.0
176,Sikkim,27.529363653390618,88.61235875908417,0.4
177,Sikkim,27.57936365339062,88.61235875908417,0.4
178,Sikkim,27.62936365339062,88.61235875908417,0.8
179,Sikkim,27.67936365339062,88.61235875908417,0.8
180,Sikkim,27.72936365339062,88.61235875908417,1.3
181,Sikkim,27.77936365339062,88.61235875908417,1.3
182,Sikkim,27.829363653390622,88.61235875908417,0.1
183,Sikkim,27.879363653390623,88.61235875908417,0.1
184,Sikkim,27.929363653390624,88.61235875908417,0.0
185,Sikkim,27.979363653390624,88.61235875908417,0.0
186,Sikkim,28.029363653390625,88.61235875908417,0.1
187,Sikkim,28.079363653390626,88.61235875908417,0.1
188,Sikkim,27.179363653390613,88.66235875908417,0.0
189,Sikkim,27.229363653390614,88.66235875908417,0.2
190,Sikkim,27.279363653390615,88.66235875908417,0.2
191,Sikkim,27.329363653390615,88.66235875908417,0.0
192,Sikkim,27.379363653390616,88.66235875908417,0.0
193,Sikkim,27.429363653390617,88.66235875908417,0.0
194,Sikkim,27.479363653390617,88.66235875908417,0.0
195,Sikkim,27.529363653390618,88.66235875908417,0.4
196,Sikkim,27.57936365339062,88.66235875908417,0.4
197,Sikkim,27.62936365339062,88.66235875908417,0.8
198,Sikkim,27.67936365339062,88.66235875908417,0.8
199,Sikkim,27.72936365339062,88.66235875908417,1.3
200,Sikkim,27.77936365339062,88.66235875908417,1.3
201,Sikkim,27.829363653390622,88.66235875908417,0.1
202,Sikkim,27.879363653390623,88.66235875908417,0.1
203,Sikkim,27.929363653390624,88.66235875908417,0.0
204,Sikkim,27.979363653390624,88.66235875908417,0.0
205,Sikkim,28.029363653390625,88.66235875908417,0.1
206,Sikkim,28.079363653390626,88.66235875908417,0.1
207,Sikkim,27.179363653390613,88.71235875908417,0.5
208,Sikkim,27.229363653390614,88.71235875908417,0.1
209,Sikkim,27.279363653390615,88.71235875908417,0.1
210,Sikkim,27.329363653390615,88.71235875908417,0.0
211,Sikkim,27.379363653390616,88.71235875908417,0.0
212,Sikkim,27.429363653390617,88.71235875908417,0.0
213,Sikkim,27.479363653390617,88.71235875908417,0.0
214,Sikkim,27.529363653390618,88.71235875908417,0.5
215,Sikkim,27.57936365339062,88.71235875908417,0.5
216,Sikkim,27.62936365339062,88.71235875908417,0.9
217,Sikkim,27.67936365339062,88.71235875908417,0.9
218,Sikkim,27.72936365339062,88.71235875908417,0.8
219,Sikkim,27.77936365339062,88.71235875908417,0.8
220,Sikkim,27.829363653390622,88.71235875908417,0.1
221,Sikkim,27.879363653390623,88.71235875908417,0.1
222,Sikkim,27.929363653390624,88.71235875908417,0.0
223,Sikkim,27.979363653390624,88.71235875908417,0.0
224,Sikkim,28.029363653390625,88.71235875908417,0.0
225,Sikkim,27.179363653390613,88.76235875908417,0.5
226,Sikkim,27.229363653390614,88.76235875908417,0.1
227,Sikkim,27.279363653390615,88.76235875908417,0.1
228,Sikkim,27.329363653390615,88.76235875908417,0.0
229,Sikkim,27.379363653390616,88.76235875908417,0.0
230,Sikkim,27.429363653390617,88.76235875908417,0.0
231,Sikkim,27.479363653390617,88.76235875908417,0.0
232,Sikkim,27.529363653390618,88.76235875908417,0.5
233,Sikkim,27.57936365339062,88.76235875908417,0.5
234,Sikkim,27.62936365339062,88.76235875908417,0.9
235,Sikkim,27.67936365339062,88.76235875908417,0.9
236,Sikkim,27.72936365339062,88.76235875908417,0.8
237,Sikkim,27.77936365339062,88.76235875908417,0.8
238,Sikkim,27.829363653390622,88.76235875908417,0.1
239,Sikkim,27.879363653390623,88.76235875908417,0.1
240,Sikkim,27.929363653390624,88.76235875908417,0.0
241,Sikkim,27.979363653390624,88.76235875908417,0.0
242,Sikkim,28.029363653390625,88.76235875908417,0.0
243,Sikkim,27.279363653390615,88.81235875908416,0.0
244,Sikkim,27.329363653390615,88.81235875908416,0.6
245,Sikkim,27.379363653390616,88.81235875908416,0.6
246,Sikkim,27.67936365339062,88.81235875908416,0.0
247,Sikkim,27.72936365339062,88.81235875908416,0.6
248,Sikkim,27.77936365339062,88.81235875908416,0.6
249,Sikkim,27.829363653390622,88.81235875908416,0.1
250,Sikkim,27.879363653390623,88.81235875908416,0.1
251,Sikkim,27.929363653390624,88.81235875908416,0.0
252,Sikkim,27.979363653390624,88.81235875908416,0.0
253,Sikkim,27.279363653390615,88.86235875908416,0.0
254,Sikkim,27.329363653390615,88.86235875908416,0.6
255,Sikkim,27.379363653390616,88.86235875908416,0.6
256,Sikkim,27.829363653390622,88.86235875908416,0.1
257,Sikkim,27.879363653390623,88.86235875908416,0.1
258,Sikkim,27.329363653390615,88.91235875908416,0.0
